ProlificID,SyntheticPersonID,AttnCheck,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Condition,Certainty
P000190,16104,,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,50
P000190,2871,,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Not at all harmful,Slightly harmful,Health,50
P000190,16572,,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000190,1814,,Moderately harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Health,50
P000190,6012,,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Health,50
P000190,9919,,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Health,50
P000190,18210,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Health,50
P000190,9810,,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Health,50
P000190,19644,,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Health,50
P000190,17949,Green,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Health,50
P000190,8670,,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Health,50
P000190,11433,,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Not at all harmful,Health,50
P000190,8121,,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Not at all harmful,Health,50
P000190,17157,,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Health,50
P000190,12920,,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Health,50
P000190,6354,,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Slightly harmful,Health,50
P000190,10055,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Health,50
P000190,5561,,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,50
P000191,11804,,Slightly harmful,Not at all harmful,Not at all harmful,Very harmful,Not at all harmful,Moderately harmful,Moderately harmful,Very harmful,Health,50
P000191,19585,,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Health,50
P000191,12877,,Extremely harmful,Not at all harmful,Not at all harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Health,50
P000191,19228,,Extremely harmful,Not at all harmful,Not at all harmful,Not at all harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Health,50
P000191,2931,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Health,50
P000191,2513,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Health,50
P000191,12668,,Extremely harmful,Not at all harmful,Not at all harmful,Not at all harmful,Very harmful,Extremely harmful,Very harmful,Very harmful,Health,50
P000191,11623,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Health,50
P000191,13906,,Extremely harmful,Not at all harmful,Not at all harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Health,50
P000191,19620,"I hope they focus on bipartisan solutions for healthcare, climate, and economic growth.",Extremely harmful,Not at all harmful,Slightly harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Health,50
P000191,16104,,Very harmful,Not at all harmful,Not at all harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Health,50
P000191,2871,,Very harmful,Not at all harmful,Not at all harmful,Very harmful,Extremely harmful,Very harmful,Moderately harmful,Very harmful,Health,50
P000191,16572,,Moderately harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,50
P000191,1814,,Very harmful,Not at all harmful,Not at all harmful,Not at all harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Health,50
P000191,6012,,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Health,50
P000191,9919,,Very harmful,Not at all harmful,Not at all harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Health,50
P000191,18210,,Moderately harmful,Not at all harmful,Not at all harmful,Not at all harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Health,50
P000191,9810,,Moderately harmful,Not at all harmful,Not at all harmful,Not at all harmful,Very harmful,Extremely harmful,Very harmful,Very harmful,Health,50
P000191,19644,,Moderately harmful,Not at all harmful,Not at all harmful,Not at all harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,50
P000191,17949,Green,Very harmful,Not at all harmful,Not at all harmful,Very harmful,Moderately harmful,Extremely harmful,Moderately harmful,Moderately harmful,Health,50
P000191,8670,,Very harmful,Not at all harmful,Not at all harmful,Not at all harmful,Moderately harmful,Very harmful,Extremely harmful,Slightly harmful,Health,50
P000191,11433,,Moderately harmful,Not at all harmful,Not at all harmful,Extremely harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Health,50
P000191,8121,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Extremely harmful,Moderately harmful,Very harmful,Very harmful,Health,50
P000191,17157,,Moderately harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Moderately harmful,Very harmful,Very harmful,Health,50
P000191,12920,,Moderately harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Very harmful,Extremely harmful,Moderately harmful,Health,50
P000191,6354,,Very harmful,Not at all harmful,Not at all harmful,Very harmful,Extremely harmful,Moderately harmful,Very harmful,Extremely harmful,Health,50
P000191,10055,,Very harmful,Not at all harmful,Slightly harmful,Very harmful,Moderately harmful,Extremely harmful,Extremely harmful,Moderately harmful,Health,50
P000191,5561,,Very harmful,Not at all harmful,Not at all harmful,Very harmful,Not at all harmful,Moderately harmful,Very harmful,Extremely harmful,Health,50
P000192,8859,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000192,4828,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000192,15192,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000192,9958,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000192,7221,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000192,16619,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Control,75
P000192,12362,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000192,19828,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000192,3659,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000192,12303,I hope that they make changes to benefit communities targeted by police violence.,Very harmful,Extremely harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Control,75
P000192,5867,,Extremely harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Control,75
P000192,5291,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000192,11535,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000192,2125,,Extremely harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Control,75
P000192,1401,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000192,13156,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000192,2797,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000192,1247,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000192,9018,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000192,16646,Green,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Control,75
P000192,4847,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000192,4099,,Extremely harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000192,1982,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000192,6189,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000192,7169,,Moderately harmful,Extremely harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Control,75
P000192,2986,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000192,16494,,Extremely harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Control,75
P000192,11290,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Control,75
P000193,8859,,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Control,75
P000193,4828,,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control,75
P000193,15192,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Extremely harmful,Control,75
P000193,9958,,Extremely harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Extremely harmful,Control,75
P000193,7221,,Extremely harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,16619,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Control,75
P000193,12362,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,19828,,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,3659,,Very harmful,Extremely harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,12303,End the war between Russia and Ukraine and reduce the unemployment rate of the country.,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,5867,,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,5291,,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Control,75
P000193,11535,,Very harmful,Extremely harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,2125,,Extremely harmful,Slightly harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,1401,,Extremely harmful,Slightly harmful,Slightly harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,13156,,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Control,75
P000193,2797,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,1247,,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Extremely harmful,Control,75
P000193,9018,,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,16646,Green,Extremely harmful,Slightly harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Slightly harmful,Extremely harmful,Control,75
P000193,4847,,Very harmful,Slightly harmful,Extremely harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000193,4099,,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control,75
P000193,1982,,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Slightly harmful,Very harmful,Control,75
P000193,6189,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,7169,,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000193,2986,,Extremely harmful,Moderately harmful,Very harmful,Extremely harmful,Slightly harmful,Very harmful,Moderately harmful,Extremely harmful,Control,75
P000193,16494,,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control,75
P000193,11290,,Very harmful,Slightly harmful,Very harmful,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Control,75
P000194,12464,,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Control,50
P000194,18948,,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Control,50
P000194,11313,,Very harmful,Moderately harmful,Slightly harmful,Extremely harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Control,50
P000194,7083,,Moderately harmful,Very harmful,Slightly harmful,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Control,50
P000194,6369,,Not at all harmful,Very harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Control,50
P000194,2295,,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Control,50
P000194,18927,,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Extremely harmful,Moderately harmful,Control,50
P000194,17990,,Slightly harmful,Very harmful,Slightly harmful,Very harmful,Slightly harmful,Moderately harmful,Slightly harmful,Very harmful,Control,50
P000194,16297,,Slightly harmful,Very harmful,Moderately harmful,Slightly harmful,Extremely harmful,Very harmful,Very harmful,Very harmful,Control,50
P000194,13151,I hope elected leaders take our country's safety into consideration. ,Moderately harmful,Extremely harmful,Moderately harmful,Slightly harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Control,50
P000194,7437,,Moderately harmful,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Very harmful,Control,50
P000194,15870,,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Extremely harmful,Control,50
P000194,12159,,Extremely harmful,Slightly harmful,Very harmful,Slightly harmful,Very harmful,Slightly harmful,Very harmful,Very harmful,Control,50
P000194,13606,,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Control,50
P000194,10383,,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Control,50
P000194,12029,,Slightly harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Slightly harmful,Extremely harmful,Extremely harmful,Control,50
P000194,1683,,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Control,50
P000194,1935,,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Control,50
P000194,17979,,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Control,50
P000194,9859,Green,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Control,50
P000194,17816,,Slightly harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Control,50
P000194,10548,,Very harmful,Slightly harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Control,50
P000194,7196,,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Extremely harmful,Control,50
P000194,15873,,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Moderately harmful,Control,50
P000194,2186,,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Control,50
P000194,6286,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Control,50
P000194,14568,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Moderately harmful,Control,50
P000194,15533,,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Control,50
P000195,12464,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,18948,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,11313,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,7083,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,6369,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,2295,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,18927,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,17990,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,16297,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,13151,clear out excess waste!,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,7437,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,15870,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,12159,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,13606,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,10383,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,12029,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,1683,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,1935,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,17979,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,9859,Green,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,17816,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,10548,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,7196,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,15873,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,2186,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,6286,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,14568,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000195,15533,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,50
P000196,15937,,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Moderately harmful,Health,75
P000196,11843,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,9483,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,5507,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,6352,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,19460,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,15570,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,15362,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,8500,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,13498,Reduce prices of goods,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,18647,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,12581,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,5042,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,11674,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,17944,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,13194,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,1802,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,12336,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,15951,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,254,Green,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,14368,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,2688,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,11734,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,6819,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,4069,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,18926,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,3456,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000196,17281,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Health,75
P000197,15937,,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Slightly harmful,Extremely harmful,Health,75
P000197,11843,,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Slightly harmful,Very harmful,Health,75
